t 	 Richness 	 Shannon Index 
411 	 61 	 2.798075 	 0.680652 
412 	 61 	 2.799740 	 0.681057 
413 	 61 	 2.800887 	 0.681336 
414 	 62 	 2.802810 	 0.679118 
415 	 63 	 2.804976 	 0.677018 
416 	 63 	 2.805721 	 0.677198 
417 	 63 	 2.807426 	 0.677609 
418 	 63 	 2.809681 	 0.678153 
419 	 63 	 2.811402 	 0.678569 
420 	 63 	 2.813298 	 0.679026 
421 	 63 	 2.814556 	 0.679330 
422 	 63 	 2.816454 	 0.679788 
423 	 64 	 2.818825 	 0.677784 
424 	 64 	 2.820624 	 0.678217 
425 	 64 	 2.822739 	 0.678725 
426 	 64 	 2.825674 	 0.679431 
427 	 65 	 2.827094 	 0.677248 
428 	 66 	 2.829694 	 0.675400 
429 	 66 	 2.832095 	 0.675973 
430 	 66 	 2.834400 	 0.676523 
431 	 66 	 2.838832 	 0.677581 
432 	 66 	 2.840809 	 0.678053 
433 	 66 	 2.844031 	 0.678822 
434 	 66 	 2.845934 	 0.679277 
435 	 65 	 2.851094 	 0.682997 
436 	 65 	 2.854650 	 0.683849 
437 	 65 	 2.856877 	 0.684382 
438 	 65 	 2.859635 	 0.685043 
439 	 65 	 2.863334 	 0.685929 
440 	 65 	 2.868693 	 0.687213 
441 	 66 	 2.871914 	 0.685478 
442 	 66 	 2.878029 	 0.686937 
443 	 65 	 2.883869 	 0.690848 
444 	 65 	 2.888900 	 0.692054 
445 	 65 	 2.889481 	 0.692193 
446 	 65 	 2.894486 	 0.693392 
447 	 66 	 2.899742 	 0.692120 
448 	 66 	 2.905110 	 0.693401 
449 	 68 	 2.913808 	 0.690557 
450 	 68 	 2.917771 	 0.691495 
451 	 68 	 2.924730 	 0.693145 
452 	 68 	 2.931654 	 0.694786 
453 	 68 	 2.939177 	 0.696569 
454 	 68 	 2.944491 	 0.697828 
455 	 68 	 2.951038 	 0.699380 
456 	 68 	 2.954903 	 0.700296 
457 	 68 	 2.960514 	 0.701625 
458 	 69 	 2.970593 	 0.701587 
459 	 69 	 2.975194 	 0.702673 
460 	 69 	 2.981883 	 0.704253 
461 	 69 	 2.993262 	 0.706941 
462 	 69 	 2.997326 	 0.707900 
463 	 69 	 3.002282 	 0.709071 
464 	 69 	 3.008498 	 0.710539 
465 	 69 	 3.016973 	 0.712541 
466 	 69 	 3.023451 	 0.714071 
467 	 69 	 3.032132 	 0.716121 
468 	 69 	 3.034380 	 0.716652 
469 	 69 	 3.040256 	 0.718040 
470 	 69 	 3.045843 	 0.719359 
471 	 69 	 3.053818 	 0.721243 
472 	 68 	 3.057992 	 0.724727 
473 	 68 	 3.060635 	 0.725354 
474 	 68 	 3.066852 	 0.726827 
475 	 68 	 3.070143 	 0.727607 
476 	 68 	 3.071102 	 0.727834 
477 	 69 	 3.074315 	 0.726084 
478 	 69 	 3.075988 	 0.726479 
479 	 71 	 3.078016 	 0.722085 
480 	 70 	 3.078697 	 0.724656 
481 	 70 	 3.078737 	 0.724665 
482 	 70 	 3.078504 	 0.724610 
483 	 69 	 3.076529 	 0.726606 
484 	 69 	 3.075901 	 0.726458 
485 	 69 	 3.074409 	 0.726106 
486 	 69 	 3.072057 	 0.725550 
487 	 69 	 3.068553 	 0.724723 
488 	 69 	 3.065830 	 0.724080 
489 	 69 	 3.061237 	 0.722995 
490 	 70 	 3.054996 	 0.719077 
491 	 70 	 3.053989 	 0.718840 
492 	 70 	 3.049690 	 0.717828 
493 	 70 	 3.044846 	 0.716688 
494 	 71 	 3.037852 	 0.712662 
495 	 71 	 3.032566 	 0.711423 
496 	 71 	 3.027750 	 0.710293 
497 	 71 	 3.025806 	 0.709837 
498 	 71 	 3.018500 	 0.708123 
499 	 71 	 3.014036 	 0.707075 
500 	 71 	 3.009986 	 0.706125 
501 	 71 	 3.006729 	 0.705361 
502 	 71 	 3.004095 	 0.704743 
503 	 72 	 3.001359 	 0.701799 
504 	 73 	 2.998486 	 0.698873 
505 	 75 	 2.996294 	 0.693990 
506 	 76 	 2.994132 	 0.691368 
507 	 75 	 2.992838 	 0.693190 
508 	 74 	 2.991552 	 0.695053 
509 	 74 	 2.990699 	 0.694854 
510 	 76 	 2.990197 	 0.690460 
511 	 78 	 2.990291 	 0.686365 
512 	 78 	 2.990549 	 0.686424 
513 	 77 	 2.990970 	 0.688560 
514 	 76 	 2.991554 	 0.690773 
515 	 76 	 2.992286 	 0.690942 
516 	 77 	 2.993238 	 0.689082 
517 	 76 	 2.993911 	 0.691317 
518 	 79 	 2.994469 	 0.685320 
519 	 79 	 2.994990 	 0.685439 
520 	 80 	 2.995309 	 0.683544 
521 	 80 	 2.995324 	 0.683548 
522 	 80 	 2.995062 	 0.683488 
523 	 80 	 2.993961 	 0.683237 
524 	 80 	 2.992639 	 0.682935 
525 	 80 	 2.991139 	 0.682593 
526 	 81 	 2.989495 	 0.680289 
527 	 81 	 2.986793 	 0.679674 
528 	 81 	 2.983513 	 0.678928 
529 	 81 	 2.979154 	 0.677936 
530 	 81 	 2.974590 	 0.676897 
531 	 81 	 2.965788 	 0.674894 
532 	 81 	 2.962963 	 0.674251 
533 	 84 	 2.955564 	 0.667047 
534 	 85 	 2.945929 	 0.663102 
535 	 85 	 2.937830 	 0.661279 
536 	 85 	 2.928716 	 0.659227 
537 	 83 	 2.923414 	 0.661579 
538 	 82 	 2.912947 	 0.661024 
539 	 82 	 2.896963 	 0.657397 
540 	 82 	 2.890500 	 0.655930 
541 	 82 	 2.877727 	 0.653032 
542 	 82 	 2.850572 	 0.646870 
543 	 81 	 2.847359 	 0.647944 
544 	 81 	 2.823769 	 0.642576 
545 	 82 	 2.812377 	 0.638202 
546 	 82 	 2.792672 	 0.633730 
547 	 81 	 2.771593 	 0.630703 
