t 	 Richness 	 Shannon Index 	 Evenness 
2586 	 2 	 0.684973 	 0.988207 
2587 	 2 	 0.686084 	 0.989810 
2588 	 2 	 0.687115 	 0.991298 
2589 	 2 	 0.688067 	 0.992671 
2590 	 2 	 0.688938 	 0.993927 
2591 	 2 	 0.689728 	 0.995067 
2592 	 2 	 0.690437 	 0.996090 
2593 	 2 	 0.691064 	 0.996995 
2594 	 2 	 0.691609 	 0.997781 
2595 	 2 	 0.692072 	 0.998449 
2596 	 2 	 0.692452 	 0.998998 
2597 	 2 	 0.692750 	 0.999427 
2598 	 2 	 0.692965 	 0.999738 
2599 	 2 	 0.693098 	 0.999928 
2600 	 2 	 0.693147 	 0.999999 
2601 	 2 	 0.693113 	 0.999951 
2602 	 2 	 0.692996 	 0.999782 
2603 	 2 	 0.692797 	 0.999494 
2604 	 2 	 0.692514 	 0.999087 
2605 	 2 	 0.692149 	 0.998560 
2606 	 2 	 0.691701 	 0.997914 
2607 	 2 	 0.691172 	 0.997150 
2608 	 2 	 0.690560 	 0.996267 
2609 	 2 	 0.689866 	 0.995267 
2610 	 2 	 0.689091 	 0.994148 
2611 	 2 	 0.688235 	 0.992914 
2612 	 2 	 0.687299 	 0.991562 
2613 	 2 	 0.686282 	 0.990096 
2614 	 1 	 0.000000 	 nan 
2615 	 1 	 0.000000 	 nan 
2616 	 1 	 0.000000 	 nan 
2617 	 1 	 0.000000 	 nan 
2618 	 1 	 0.000000 	 nan 
2619 	 1 	 0.000000 	 nan 
2620 	 1 	 0.000000 	 nan 
2621 	 1 	 0.000000 	 nan 
2622 	 1 	 0.000000 	 nan 
2623 	 1 	 0.000000 	 nan 
2624 	 1 	 0.000000 	 nan 
2625 	 1 	 0.000000 	 nan 
2626 	 1 	 0.000000 	 nan 
