t 	 Richness 	 Shannon Index 	 Evenness 
1316 	 2 	 0.062069 	 0.089547 
1317 	 2 	 0.067810 	 0.097829 
1318 	 2 	 0.074041 	 0.106818 
1319 	 2 	 0.080797 	 0.116565 
1320 	 2 	 0.088116 	 0.127124 
1321 	 2 	 0.096035 	 0.138549 
1322 	 2 	 0.104592 	 0.150895 
1323 	 2 	 0.113829 	 0.164220 
1324 	 2 	 0.123784 	 0.178583 
1325 	 2 	 0.134498 	 0.194039 
1326 	 2 	 0.146008 	 0.210645 
1327 	 2 	 0.158353 	 0.228455 
1328 	 3 	 0.166253 	 0.151330 
1329 	 3 	 0.180080 	 0.163916 
1330 	 3 	 0.194848 	 0.177358 
1331 	 3 	 0.210589 	 0.191687 
1332 	 3 	 0.227329 	 0.206924 
1333 	 3 	 0.245085 	 0.223086 
1334 	 3 	 0.263869 	 0.240184 
1335 	 3 	 0.283684 	 0.258220 
1336 	 3 	 0.304519 	 0.277186 
1337 	 3 	 0.326358 	 0.297063 
1338 	 3 	 0.349163 	 0.317822 
1339 	 3 	 0.372889 	 0.339418 
1340 	 3 	 0.397471 	 0.361794 
1341 	 3 	 0.422829 	 0.384875 
1342 	 3 	 0.448867 	 0.408576 
1343 	 3 	 0.475472 	 0.432794 
1344 	 3 	 0.502519 	 0.457412 
1345 	 3 	 0.529865 	 0.482304 
1346 	 3 	 0.557361 	 0.507332 
1347 	 3 	 0.584849 	 0.532353 
1348 	 3 	 0.612173 	 0.557223 
1349 	 3 	 0.639170 	 0.581798 
1350 	 3 	 0.665697 	 0.605944 
1351 	 3 	 0.691619 	 0.629538 
1352 	 3 	 0.716820 	 0.652478 
1353 	 3 	 0.741209 	 0.674677 
1354 	 3 	 0.764721 	 0.696079 
1355 	 3 	 0.787319 	 0.716649 
1356 	 3 	 0.808990 	 0.736375 
1357 	 3 	 0.829740 	 0.755262 
1358 	 3 	 0.849582 	 0.773322 
1359 	 3 	 0.868526 	 0.790566 
1360 	 3 	 0.886562 	 0.806984 
1361 	 3 	 0.903635 	 0.822524 
1362 	 3 	 0.919635 	 0.837088 
1363 	 3 	 0.934361 	 0.850492 
1364 	 3 	 0.947531 	 0.862480 
1365 	 3 	 0.958748 	 0.872690 
1366 	 3 	 0.967527 	 0.880681 
1367 	 3 	 0.973297 	 0.885933 
1368 	 3 	 0.975445 	 0.887888 
1369 	 3 	 0.973352 	 0.885983 
1370 	 3 	 0.966457 	 0.879707 
1371 	 3 	 0.954309 	 0.868650 
1372 	 3 	 0.936630 	 0.852558 
1373 	 3 	 0.913351 	 0.831368 
1374 	 3 	 0.884639 	 0.805233 
1375 	 3 	 0.850892 	 0.774515 
1376 	 3 	 0.812718 	 0.739768 
1377 	 3 	 0.770889 	 0.701693 
1378 	 4 	 0.746414 	 0.538424 
1379 	 4 	 0.700673 	 0.505429 
1380 	 4 	 0.653602 	 0.471474 
1381 	 4 	 0.606092 	 0.437203 
1382 	 4 	 0.558956 	 0.403201 
1383 	 4 	 0.512890 	 0.369972 
1384 	 4 	 0.468477 	 0.337934 
1385 	 4 	 0.426166 	 0.307414 
1386 	 4 	 0.386285 	 0.278646 
1387 	 4 	 0.349052 	 0.251788 
1388 	 4 	 0.314585 	 0.226925 
1389 	 4 	 0.282925 	 0.204088 
1390 	 4 	 0.254048 	 0.183257 
1391 	 4 	 0.227879 	 0.164380 
1392 	 4 	 0.204310 	 0.147379 
1393 	 4 	 0.183204 	 0.132154 
1394 	 4 	 0.164414 	 0.118600 
1395 	 4 	 0.147782 	 0.106602 
1396 	 4 	 0.133241 	 0.096113 
1397 	 4 	 0.120439 	 0.086878 
1398 	 4 	 0.109329 	 0.078865 
1399 	 4 	 0.099769 	 0.071968 
1400 	 4 	 0.086102 	 0.062110 
1401 	 4 	 0.080192 	 0.057846 
1402 	 5 	 0.078558 	 0.048811 
1403 	 5 	 0.071528 	 0.044443 
1404 	 5 	 0.068488 	 0.042554 
1405 	 6 	 0.067884 	 0.037887 
1406 	 6 	 0.066114 	 0.036899 
1407 	 7 	 0.065180 	 0.033496 
1408 	 8 	 0.064978 	 0.031248 
1409 	 8 	 0.065757 	 0.031622 
1410 	 8 	 0.067159 	 0.032296 
1411 	 8 	 0.069165 	 0.033261 
1412 	 9 	 0.071532 	 0.032555 
1413 	 9 	 0.072417 	 0.032958 
1414 	 9 	 0.075733 	 0.034468 
1415 	 8 	 0.080402 	 0.038665 
1416 	 7 	 0.088337 	 0.045396 
1417 	 6 	 0.093977 	 0.052450 
1418 	 6 	 0.100270 	 0.055962 
1419 	 7 	 0.104533 	 0.053719 
1420 	 7 	 0.111936 	 0.057524 
1421 	 6 	 0.120062 	 0.067008 
1422 	 6 	 0.132295 	 0.073836 
1423 	 6 	 0.142254 	 0.079393 
1424 	 6 	 0.153044 	 0.085416 
1425 	 6 	 0.162297 	 0.090580 
1426 	 6 	 0.174665 	 0.097482 
1427 	 6 	 0.193281 	 0.107872 
1428 	 6 	 0.207875 	 0.116017 
1429 	 6 	 0.223435 	 0.124702 
1430 	 6 	 0.239972 	 0.133931 
1431 	 6 	 0.257487 	 0.143706 
1432 	 6 	 0.275970 	 0.154022 
1433 	 6 	 0.295397 	 0.164864 
1434 	 6 	 0.315735 	 0.176215 
1435 	 6 	 0.336930 	 0.188044 
1436 	 6 	 0.358911 	 0.200312 
1437 	 6 	 0.381590 	 0.212969 
1438 	 6 	 0.404852 	 0.225952 
1439 	 6 	 0.428565 	 0.239187 
1440 	 6 	 0.452576 	 0.252588 
1441 	 6 	 0.476704 	 0.266054 
1442 	 6 	 0.500749 	 0.279473 
1443 	 6 	 0.524492 	 0.292725 
1444 	 6 	 0.547695 	 0.305674 
1445 	 6 	 0.570108 	 0.318183 
1446 	 6 	 0.591470 	 0.330106 
1447 	 6 	 0.611520 	 0.341296 
1448 	 6 	 0.629995 	 0.351607 
1449 	 6 	 0.646649 	 0.360902 
1450 	 6 	 0.661248 	 0.369049 
1451 	 6 	 0.673584 	 0.375934 
1452 	 6 	 0.683482 	 0.381458 
1453 	 6 	 0.690804 	 0.385545 
1454 	 6 	 0.695456 	 0.388141 
1455 	 6 	 0.697386 	 0.389219 
1456 	 6 	 0.696595 	 0.388777 
1457 	 6 	 0.693128 	 0.386842 
1458 	 5 	 0.687043 	 0.426884 
1459 	 5 	 0.678552 	 0.421608 
1460 	 5 	 0.667788 	 0.414920 
1461 	 5 	 0.654960 	 0.406950 
1462 	 5 	 0.640302 	 0.397842 
1463 	 5 	 0.624064 	 0.387753 
1464 	 5 	 0.606511 	 0.376847 
1465 	 5 	 0.587915 	 0.365292 
1466 	 5 	 0.568545 	 0.353257 
1467 	 4 	 0.548613 	 0.395740 
1468 	 4 	 0.528482 	 0.381219 
1469 	 4 	 0.508337 	 0.366687 
1470 	 4 	 0.488404 	 0.352309 
1471 	 4 	 0.468889 	 0.338232 
1472 	 4 	 0.449985 	 0.324595 
1473 	 4 	 0.431862 	 0.311523 
1474 	 4 	 0.414675 	 0.299125 
1475 	 4 	 0.398561 	 0.287501 
1476 	 4 	 0.383639 	 0.276737 
1477 	 4 	 0.370018 	 0.266912 
1478 	 4 	 0.357791 	 0.258091 
1479 	 4 	 0.347042 	 0.250338 
1480 	 4 	 0.337844 	 0.243703 
1481 	 4 	 0.330261 	 0.238233 
1482 	 4 	 0.324349 	 0.233968 
1483 	 4 	 0.320161 	 0.230947 
1484 	 4 	 0.317739 	 0.229200 
1485 	 4 	 0.317123 	 0.228756 
1486 	 4 	 0.318344 	 0.229637 
1487 	 4 	 0.321431 	 0.231863 
1488 	 4 	 0.326400 	 0.235448 
1489 	 4 	 0.333263 	 0.240398 
1490 	 4 	 0.342016 	 0.246713 
1491 	 4 	 0.352648 	 0.254382 
1492 	 4 	 0.365126 	 0.263383 
1493 	 4 	 0.379402 	 0.273681 
1494 	 4 	 0.395403 	 0.285223 
1495 	 4 	 0.413029 	 0.297938 
1496 	 4 	 0.432153 	 0.311732 
1497 	 4 	 0.452609 	 0.326488 
1498 	 4 	 0.474197 	 0.342061 
1499 	 4 	 0.496674 	 0.358275 
1500 	 4 	 0.519762 	 0.374929 
1501 	 4 	 0.543134 	 0.391788 
1502 	 4 	 0.566429 	 0.408592 
1503 	 4 	 0.589252 	 0.425056 
1504 	 4 	 0.611177 	 0.440871 
1505 	 4 	 0.631768 	 0.455724 
1506 	 4 	 0.650578 	 0.469293 
1507 	 4 	 0.667176 	 0.481266 
1508 	 4 	 0.681152 	 0.491348 
1509 	 4 	 0.692147 	 0.499278 
1510 	 4 	 0.699853 	 0.504837 
1511 	 4 	 0.704043 	 0.507860 
1512 	 4 	 0.704572 	 0.508242 
1513 	 4 	 0.701388 	 0.505945 
1514 	 4 	 0.694534 	 0.501001 
1515 	 4 	 0.684144 	 0.493506 
1516 	 4 	 0.672817 	 0.485335 
1517 	 4 	 0.656542 	 0.473595 
1518 	 4 	 0.637535 	 0.459884 
1519 	 4 	 0.616181 	 0.444480 
1520 	 4 	 0.592895 	 0.427683 
1521 	 4 	 0.568100 	 0.409798 
1522 	 4 	 0.542222 	 0.391130 
1523 	 4 	 0.515657 	 0.371968 
1524 	 4 	 0.488784 	 0.352583 
1525 	 4 	 0.461938 	 0.333218 
1526 	 4 	 0.435422 	 0.314090 
1527 	 4 	 0.409489 	 0.295384 
1528 	 4 	 0.384349 	 0.277249 
1529 	 4 	 0.360176 	 0.259812 
1530 	 4 	 0.337096 	 0.243163 
1531 	 4 	 0.315204 	 0.227371 
1532 	 4 	 0.294566 	 0.212484 
1533 	 4 	 0.275215 	 0.198526 
1534 	 4 	 0.271065 	 0.195532 
1535 	 4 	 0.253302 	 0.182718 
1536 	 4 	 0.236823 	 0.170832 
1537 	 4 	 0.221603 	 0.159853 
1538 	 4 	 0.207604 	 0.149755 
1539 	 4 	 0.194780 	 0.140504 
1540 	 4 	 0.183077 	 0.132062 
1541 	 4 	 0.172440 	 0.124389 
1542 	 4 	 0.162808 	 0.117441 
1543 	 4 	 0.154125 	 0.111178 
1544 	 4 	 0.146330 	 0.105555 
1545 	 4 	 0.139366 	 0.100532 
1546 	 4 	 0.133180 	 0.096069 
1547 	 4 	 0.125603 	 0.090604 
1548 	 4 	 0.121090 	 0.087348 
1549 	 4 	 0.117187 	 0.084533 
1550 	 4 	 0.113855 	 0.082129 
1551 	 5 	 0.111415 	 0.069226 
1552 	 5 	 0.109049 	 0.067756 
1553 	 5 	 0.107156 	 0.066580 
1554 	 5 	 0.105709 	 0.065681 
1555 	 5 	 0.104682 	 0.065042 
1556 	 5 	 0.104054 	 0.064652 
1557 	 5 	 0.103806 	 0.064498 
1558 	 5 	 0.103922 	 0.064570 
1559 	 5 	 0.104388 	 0.064860 
1560 	 5 	 0.105193 	 0.065360 
1561 	 5 	 0.106327 	 0.066064 
1562 	 5 	 0.107782 	 0.066969 
1563 	 5 	 0.110011 	 0.068353 
1564 	 4 	 0.112161 	 0.080907 
1565 	 4 	 0.114624 	 0.082683 
1566 	 4 	 0.117394 	 0.084682 
1567 	 3 	 0.120466 	 0.109653 
1568 	 3 	 0.123853 	 0.112736 
1569 	 3 	 0.127550 	 0.116101 
1570 	 3 	 0.131561 	 0.119752 
1571 	 3 	 0.135888 	 0.123691 
1572 	 4 	 0.141381 	 0.101985 
1573 	 4 	 0.146417 	 0.105618 
1574 	 4 	 0.151789 	 0.109492 
1575 	 4 	 0.157501 	 0.113613 
1576 	 4 	 0.163562 	 0.117985 
1577 	 4 	 0.169978 	 0.122613 
1578 	 4 	 0.176759 	 0.127505 
1579 	 4 	 0.183915 	 0.132667 
1580 	 4 	 0.191455 	 0.138106 
1581 	 4 	 0.199395 	 0.143833 
1582 	 4 	 0.207750 	 0.149860 
1583 	 4 	 0.216540 	 0.156201 
1584 	 4 	 0.225790 	 0.162873 
1585 	 4 	 0.235539 	 0.169905 
1586 	 4 	 0.245830 	 0.177329 
1587 	 4 	 0.256729 	 0.185191 
1588 	 4 	 0.268326 	 0.193556 
1589 	 4 	 0.280741 	 0.202512 
1590 	 4 	 0.294142 	 0.212178 
1591 	 4 	 0.308758 	 0.222722 
1592 	 4 	 0.324900 	 0.234366 
1593 	 4 	 0.342983 	 0.247410 
1594 	 4 	 0.363561 	 0.262254 
1595 	 4 	 0.387345 	 0.279410 
1596 	 4 	 0.415237 	 0.299530 
1597 	 4 	 0.448326 	 0.323399 
1598 	 4 	 0.487853 	 0.351912 
1599 	 4 	 0.535085 	 0.385983 
1600 	 4 	 0.591053 	 0.426354 
1601 	 4 	 0.656060 	 0.473247 
1602 	 4 	 0.728939 	 0.525818 
1603 	 4 	 0.806068 	 0.581455 
1604 	 4 	 0.880474 	 0.635128 
1605 	 4 	 0.941695 	 0.679289 
1606 	 4 	 0.977286 	 0.704963 
1607 	 4 	 0.976383 	 0.704311 
1608 	 4 	 0.934139 	 0.673839 
1609 	 4 	 0.854411 	 0.616327 
1610 	 4 	 0.748611 	 0.540009 
1611 	 4 	 0.631395 	 0.455455 
1612 	 4 	 0.515984 	 0.372204 
1613 	 4 	 0.411462 	 0.296807 
1614 	 4 	 0.322370 	 0.232541 
1615 	 4 	 0.249739 	 0.180148 
1616 	 4 	 0.192437 	 0.138814 
1617 	 5 	 0.173091 	 0.107548 
1618 	 5 	 0.133634 	 0.083031 
1619 	 6 	 0.093866 	 0.052387 
1620 	 6 	 0.074608 	 0.041640 
1621 	 6 	 0.060570 	 0.033805 
1622 	 7 	 0.050651 	 0.026030 
1623 	 7 	 0.043050 	 0.022123 
1624 	 7 	 0.038146 	 0.019603 
1625 	 7 	 0.034882 	 0.017926 
1626 	 10 	 0.033890 	 0.014718 
1627 	 10 	 0.032335 	 0.014043 
1628 	 10 	 0.031642 	 0.013742 
1629 	 10 	 0.031964 	 0.013882 
1630 	 11 	 0.032941 	 0.013738 
1631 	 8 	 0.034865 	 0.016767 
1632 	 7 	 0.037157 	 0.019095 
1633 	 7 	 0.040115 	 0.020615 
1634 	 7 	 0.042208 	 0.021691 
1635 	 7 	 0.046731 	 0.024015 
1636 	 7 	 0.052052 	 0.026750 
1637 	 7 	 0.058684 	 0.030158 
1638 	 7 	 0.066174 	 0.034007 
1639 	 7 	 0.076551 	 0.039340 
1640 	 7 	 0.089926 	 0.046213 
1641 	 7 	 0.107403 	 0.055194 
1642 	 7 	 0.130523 	 0.067076 
1643 	 7 	 0.161380 	 0.082933 
1644 	 7 	 0.202714 	 0.104174 
1645 	 7 	 0.257890 	 0.132529 
1646 	 6 	 0.330580 	 0.184500 
1647 	 6 	 0.423872 	 0.236567 
1648 	 6 	 0.616395 	 0.344016 
1649 	 6 	 0.752011 	 0.419705 
1650 	 6 	 0.879445 	 0.490828 
1651 	 6 	 0.974953 	 0.544131 
1652 	 6 	 1.020460 	 0.569529 
1653 	 6 	 0.999458 	 0.557808 
1654 	 6 	 0.936744 	 0.522807 
1655 	 6 	 0.853683 	 0.476450 
1656 	 7 	 0.786422 	 0.404141 
1657 	 8 	 0.750946 	 0.361129 
1658 	 9 	 0.663254 	 0.301860 
1659 	 12 	 0.612380 	 0.246440 
1660 	 12 	 0.571381 	 0.229940 
1661 	 14 	 0.546222 	 0.206976 
1662 	 14 	 0.524747 	 0.198839 
1663 	 14 	 0.508591 	 0.192717 
1664 	 14 	 0.501636 	 0.190082 
1665 	 14 	 0.499428 	 0.189245 
1666 	 16 	 0.502557 	 0.181259 
1667 	 16 	 0.506522 	 0.182689 
1668 	 16 	 0.516302 	 0.186217 
1669 	 17 	 0.519476 	 0.183352 
1670 	 14 	 0.535320 	 0.202845 
1671 	 14 	 0.559057 	 0.211840 
1672 	 14 	 0.569213 	 0.215688 
1673 	 13 	 0.612084 	 0.238634 
1674 	 13 	 0.655204 	 0.255445 
1675 	 13 	 0.688631 	 0.268478 
1676 	 12 	 0.765810 	 0.308185 
1677 	 12 	 0.876588 	 0.352765 
1678 	 12 	 1.018485 	 0.409869 
1679 	 12 	 1.151079 	 0.463228 
1680 	 13 	 1.151622 	 0.448984 
1681 	 13 	 0.973283 	 0.379455 
1682 	 14 	 0.767602 	 0.290862 
1683 	 17 	 0.549903 	 0.194092 
1684 	 24 	 0.406451 	 0.127893 
1685 	 28 	 0.342453 	 0.102771 
1686 	 30 	 0.360544 	 0.106005 
1687 	 30 	 0.371684 	 0.109280 
1688 	 33 	 0.443009 	 0.126700 
1689 	 29 	 0.555505 	 0.164971 
1690 	 29 	 0.690097 	 0.204941 
1691 	 30 	 0.831955 	 0.244606 
1692 	 29 	 1.004104 	 0.298193 
1693 	 31 	 1.123036 	 0.327036 
1694 	 34 	 1.176061 	 0.333506 
1695 	 34 	 1.142179 	 0.323897 
1696 	 37 	 1.081377 	 0.299474 
1697 	 41 	 1.049528 	 0.282619 
1698 	 42 	 1.035832 	 0.277133 
1699 	 45 	 1.030171 	 0.270623 
1700 	 42 	 1.028778 	 0.275246 
1701 	 40 	 1.028785 	 0.278888 
1702 	 39 	 1.030550 	 0.281297 
1703 	 35 	 1.039015 	 0.292240 
1704 	 32 	 1.085297 	 0.313151 
1705 	 33 	 1.169596 	 0.334504 
1706 	 34 	 1.518916 	 0.430732 
1707 	 34 	 1.739202 	 0.493200 
1708 	 43 	 1.899716 	 0.505082 
1709 	 51 	 1.829222 	 0.465235 
1710 	 54 	 1.776780 	 0.445422 
1711 	 56 	 1.757173 	 0.436527 
1712 	 59 	 1.749643 	 0.429093 
1713 	 53 	 1.747430 	 0.440126 
1714 	 50 	 1.747600 	 0.446725 
1715 	 47 	 1.750170 	 0.454572 
1716 	 44 	 1.757518 	 0.464437 
1717 	 42 	 1.764476 	 0.472079 
1718 	 39 	 1.773715 	 0.484150 
1719 	 38 	 1.778177 	 0.488834 
1720 	 38 	 1.782245 	 0.489953 
1721 	 37 	 1.787519 	 0.495032 
1722 	 35 	 1.792576 	 0.504191 
1723 	 34 	 1.795385 	 0.509133 
1724 	 33 	 1.798811 	 0.514459 
1725 	 30 	 1.801961 	 0.529802 
1726 	 28 	 1.805645 	 0.541877 
1727 	 27 	 1.808740 	 0.548795 
1728 	 27 	 1.812168 	 0.549836 
1729 	 27 	 1.815312 	 0.550789 
1730 	 27 	 1.821035 	 0.552526 
1731 	 26 	 1.828180 	 0.561119 
1732 	 26 	 1.839340 	 0.564544 
1733 	 26 	 1.854823 	 0.569296 
1734 	 26 	 1.877565 	 0.576277 
1735 	 26 	 1.910311 	 0.586327 
1736 	 24 	 1.978963 	 0.622696 
1737 	 24 	 2.039702 	 0.641808 
1738 	 23 	 2.098656 	 0.669322 
1739 	 24 	 2.130661 	 0.670429 
1740 	 24 	 2.090741 	 0.657868 
1741 	 24 	 2.005359 	 0.631002 
1742 	 24 	 1.841256 	 0.579366 
1743 	 24 	 1.604973 	 0.505018 
1744 	 24 	 1.406939 	 0.442704 
1745 	 25 	 1.231308 	 0.382527 
1746 	 25 	 1.106226 	 0.343668 
1747 	 24 	 1.017115 	 0.320043 
1748 	 25 	 0.965432 	 0.299928 
1749 	 25 	 0.919780 	 0.285746 
1750 	 26 	 0.898587 	 0.275801 
1751 	 29 	 0.858879 	 0.255065 
1752 	 28 	 0.854979 	 0.256581 
1753 	 26 	 0.842755 	 0.258665 
1754 	 25 	 0.829485 	 0.257694 
1755 	 25 	 0.823551 	 0.255851 
1756 	 25 	 0.819669 	 0.254644 
1757 	 24 	 0.817396 	 0.257200 
1758 	 23 	 0.813737 	 0.259524 
1759 	 23 	 0.810786 	 0.258583 
1760 	 22 	 0.808276 	 0.261490 
1761 	 22 	 0.805027 	 0.260439 
1762 	 22 	 0.803275 	 0.259872 
1763 	 22 	 0.801504 	 0.259299 
1764 	 21 	 0.800162 	 0.262820 
1765 	 21 	 0.798979 	 0.262432 
1766 	 21 	 0.797946 	 0.262092 
1767 	 21 	 0.797078 	 0.261807 
1768 	 21 	 0.796338 	 0.261564 
1769 	 21 	 0.795762 	 0.261375 
1770 	 21 	 0.795366 	 0.261245 
1771 	 21 	 0.795177 	 0.261183 
1772 	 21 	 0.795232 	 0.261201 
1773 	 21 	 0.795581 	 0.261315 
1774 	 21 	 0.796282 	 0.261546 
1775 	 21 	 0.797416 	 0.261918 
1776 	 21 	 0.799079 	 0.262464 
1777 	 21 	 0.801394 	 0.263225 
1778 	 21 	 0.804504 	 0.264246 
1779 	 21 	 0.808598 	 0.265591 
1780 	 21 	 0.813893 	 0.267330 
1781 	 21 	 0.820653 	 0.269551 
1782 	 21 	 0.829188 	 0.272354 
1783 	 21 	 0.839855 	 0.275858 
1784 	 21 	 0.853061 	 0.280195 
1785 	 20 	 0.869223 	 0.290154 
1786 	 20 	 0.888842 	 0.296703 
1787 	 20 	 0.912328 	 0.304543 
1788 	 20 	 0.940029 	 0.313789 
1789 	 20 	 0.972111 	 0.324499 
1790 	 20 	 1.008430 	 0.336622 
1791 	 20 	 1.048356 	 0.349950 
1792 	 20 	 1.090578 	 0.364044 
1793 	 20 	 1.132908 	 0.378174 
1794 	 20 	 1.172176 	 0.391282 
1795 	 20 	 1.204277 	 0.401998 
1796 	 20 	 1.224499 	 0.408748 
1797 	 20 	 1.228188 	 0.409979 
1798 	 20 	 1.211632 	 0.404453 
1799 	 20 	 1.173002 	 0.391558 
1800 	 19 	 1.112895 	 0.377965 
1801 	 19 	 1.034596 	 0.351373 
1802 	 18 	 0.943026 	 0.326265 
1803 	 18 	 0.844232 	 0.292084 
1804 	 18 	 0.774699 	 0.268028 
1805 	 18 	 0.676183 	 0.233943 
1806 	 18 	 0.583456 	 0.201862 
1807 	 18 	 0.499009 	 0.172645 
1808 	 17 	 0.424054 	 0.149672 
1809 	 17 	 0.358940 	 0.126690 
1810 	 16 	 0.303215 	 0.109362 
1811 	 16 	 0.256156 	 0.092389 
1812 	 16 	 0.216761 	 0.078180 
1813 	 16 	 0.184005 	 0.066366 
1814 	 16 	 0.156903 	 0.056591 
1815 	 16 	 0.134553 	 0.048530 
1816 	 16 	 0.116161 	 0.041896 
1817 	 16 	 0.101044 	 0.036444 
1818 	 16 	 0.088628 	 0.031966 
1819 	 16 	 0.078435 	 0.028290 
1820 	 16 	 0.070075 	 0.025274 
1821 	 18 	 0.065795 	 0.022764 
1822 	 18 	 0.059733 	 0.020666 
1823 	 18 	 0.054795 	 0.018958 
1824 	 18 	 0.050804 	 0.017577 
1825 	 17 	 0.047613 	 0.016805 
1826 	 17 	 0.045120 	 0.015925 
1827 	 17 	 0.043236 	 0.015260 
1828 	 17 	 0.041897 	 0.014788 
1829 	 17 	 0.041057 	 0.014491 
1830 	 16 	 0.040683 	 0.014673 
1831 	 16 	 0.040766 	 0.014703 
1832 	 18 	 0.041508 	 0.014361 
1833 	 19 	 0.042435 	 0.014412 
1834 	 18 	 0.043945 	 0.015204 
1835 	 18 	 0.047804 	 0.016539 
1836 	 18 	 0.050797 	 0.017575 
1837 	 17 	 0.054427 	 0.019210 
1838 	 17 	 0.058769 	 0.020743 
1839 	 16 	 0.063904 	 0.023048 
1840 	 16 	 0.069934 	 0.025224 
1841 	 16 	 0.076972 	 0.027762 
1842 	 16 	 0.085147 	 0.030710 
1843 	 16 	 0.094606 	 0.034122 
1844 	 16 	 0.103974 	 0.037501 
1845 	 15 	 0.116282 	 0.042939 
1846 	 15 	 0.124801 	 0.046085 
1847 	 14 	 0.139067 	 0.052696 
1848 	 14 	 0.163825 	 0.062077 
1849 	 14 	 0.184549 	 0.069930 
1850 	 13 	 0.207987 	 0.081088 
1851 	 12 	 0.234384 	 0.094323 
1852 	 12 	 0.263968 	 0.106229 
1853 	 13 	 0.285251 	 0.111211 
1854 	 13 	 0.320524 	 0.124963 
1855 	 12 	 0.359382 	 0.144626 
1856 	 11 	 0.401850 	 0.167585 
1857 	 11 	 0.447836 	 0.186762 
1858 	 10 	 0.497091 	 0.215884 
1859 	 10 	 0.538530 	 0.233880 
1860 	 9 	 0.592525 	 0.269670 
1861 	 9 	 0.648186 	 0.295002 
1862 	 9 	 0.704559 	 0.320658 
1863 	 9 	 0.760525 	 0.346130 
1864 	 9 	 0.814842 	 0.370851 
1865 	 9 	 0.866216 	 0.394232 
1866 	 9 	 0.913370 	 0.415693 
1867 	 9 	 0.955158 	 0.434711 
1868 	 9 	 0.990638 	 0.450859 
1869 	 9 	 1.019162 	 0.463841 
1870 	 9 	 1.040411 	 0.473512 
1871 	 9 	 1.054412 	 0.479884 
1872 	 9 	 1.061511 	 0.483114 
1873 	 9 	 1.062320 	 0.483483 
1874 	 8 	 1.057640 	 0.508618 
1875 	 8 	 1.046353 	 0.503189 
1876 	 8 	 1.032986 	 0.496761 
1877 	 8 	 1.017120 	 0.489131 
1878 	 8 	 0.999605 	 0.480709 
1879 	 8 	 0.981180 	 0.471848 
1880 	 8 	 0.962462 	 0.462846 
1881 	 8 	 0.943955 	 0.453946 
1882 	 8 	 0.926016 	 0.445320 
1883 	 8 	 0.908929 	 0.437103 
1884 	 8 	 0.892881 	 0.429385 
1885 	 8 	 0.877983 	 0.422221 
1886 	 8 	 0.864290 	 0.415636 
1887 	 7 	 0.845249 	 0.434372 
1888 	 7 	 0.843766 	 0.433610 
1889 	 7 	 0.833292 	 0.428227 
1890 	 7 	 0.823923 	 0.423413 
1891 	 7 	 0.815592 	 0.419131 
1892 	 7 	 0.808227 	 0.415347 
1893 	 7 	 0.801755 	 0.412021 
1894 	 7 	 0.796103 	 0.409116 
1895 	 7 	 0.791202 	 0.406598 
1896 	 7 	 0.786992 	 0.404434 
1897 	 7 	 0.783415 	 0.402596 
1898 	 7 	 0.780421 	 0.401057 
1899 	 7 	 0.777969 	 0.399797 
1900 	 7 	 0.774667 	 0.398100 
1901 	 7 	 0.773624 	 0.397564 
1902 	 7 	 0.773029 	 0.397258 
1903 	 7 	 0.772877 	 0.397180 
1904 	 7 	 0.773170 	 0.397331 
1905 	 7 	 0.773916 	 0.397714 
1906 	 7 	 0.775131 	 0.398338 
1907 	 7 	 0.776837 	 0.399215 
1908 	 7 	 0.779064 	 0.400359 
1909 	 7 	 0.781846 	 0.401790 
1910 	 7 	 0.785228 	 0.403527 
1911 	 8 	 0.787687 	 0.378797 
1912 	 8 	 0.792149 	 0.380943 
1913 	 8 	 0.797348 	 0.383443 
1914 	 7 	 0.803340 	 0.412835 
1915 	 7 	 0.810201 	 0.416361 
1916 	 7 	 0.817992 	 0.420365 
1917 	 7 	 0.826780 	 0.424881 
1918 	 7 	 0.836628 	 0.429942 
1919 	 7 	 0.847593 	 0.435577 
1920 	 7 	 0.859722 	 0.441810 
1921 	 7 	 0.876481 	 0.450422 
1922 	 7 	 0.891297 	 0.458036 
1923 	 7 	 0.907284 	 0.466252 
1924 	 7 	 0.924366 	 0.475030 
1925 	 7 	 0.942424 	 0.484310 
1926 	 7 	 0.961272 	 0.493996 
1927 	 7 	 0.980656 	 0.503957 
1928 	 7 	 1.000242 	 0.514023 
1929 	 7 	 1.019610 	 0.523976 
1930 	 7 	 1.038255 	 0.533557 
1931 	 7 	 1.044980 	 0.537013 
1932 	 7 	 1.061648 	 0.545579 
1933 	 7 	 1.076079 	 0.552995 
1934 	 7 	 1.087553 	 0.558891 
1935 	 7 	 1.095338 	 0.562892 
1936 	 7 	 1.098743 	 0.564642 
1937 	 7 	 1.097156 	 0.563827 
1938 	 7 	 1.090094 	 0.560197 
1939 	 7 	 1.077246 	 0.553595 
1940 	 7 	 1.058507 	 0.543965 
1941 	 7 	 1.033994 	 0.531368 
1942 	 7 	 1.004041 	 0.515975 
1943 	 7 	 0.969188 	 0.498064 
1944 	 7 	 0.930139 	 0.477997 
1945 	 6 	 0.887707 	 0.495439 
1946 	 6 	 0.842798 	 0.470375 
1947 	 7 	 0.804648 	 0.413507 
1948 	 7 	 0.757502 	 0.389279 
1949 	 7 	 0.710294 	 0.365019 
1950 	 7 	 0.663736 	 0.341093 
